ADDRESS_ID,LATITUDE,LONGITUDE,STREET_ADDRESS,CITY,STATE,COUNTY
521300095886.0,32.677991000000006,-97.357645,9225 Duncan Dale,Fort Worth,TX,Tarrant
521300188124.0,32.875141,-96.486873,05614 Courtney Street,Rockwall,TX,Rockwall
521300856578.0,32.886733,-96.690504,877 Chloe Rue Suite 010,Dallas,TX,Dallas
521300409994.0,32.865860999999995,-96.958437,37159 Warren Mill Suite 699,Irving,TX,Dallas
521300850367.0,32.867351,-97.265302,3826 Fisher Stravenue Apt. 829,Fort Worth,TX,Tarrant
521300158854.0,33.044257,-97.031122,550 Brandon Loaf,Flower Mound,TX,Denton
521300166908.0,33.083404,-96.750917,USNS Graham,Plano,TX,Collin
521301080274.0,32.762215000000005,-96.457518,1245 Heath Falls,Forney,TX,Kaufman
521300777062.0,32.950282,-97.270641,6538 Ebony Tunnel,Keller,TX,Tarrant
521301160800.0,32.763108,-97.780628,1838 Katherine Keys,Weatherford,TX,Parker
521300970965.0,32.955859999999994,-97.267731,475 Christina Summit,Keller,TX,Tarrant
521300421554.0,33.133427,-97.070469,8481 Robertson Locks Apt. 861,Denton,TX,Denton
521300024725.0,32.920590999999995,-96.829826,104 Taylor Cliffs,Dallas,TX,Dallas
521301059109.0,32.486368,-97.316262,093 Roman Hollow Apt. 288,Burleson,TX,Johnson
521300657341.0,32.91236,-96.95626,USNS Medina,Irving,TX,Dallas
521300003664.0,32.646843,-97.034391,70222 Bishop Causeway Suite 730,Grand Prairie,TX,Dallas
521300350251.0,33.229274000000004,-96.926244,37802 Morgan Turnpike Suite 233,Aubrey,TX,Denton
521300298548.0,32.949402,-96.469993,04824 Garcia Heights,Rockwall,TX,Rockwall
521301075505.0,32.960093,-96.980742,577 Davidson Meadow,Coppell,TX,Dallas
521300819143.0,32.893532,-97.265296,3996 Stephanie Forks Suite 665,Fort Worth,TX,Tarrant
521300724937.0,33.329381000000005,-97.033243,09036 Bates Trafficway Suite 897,Pilot Point,TX,Denton
521300972572.0,32.698751,-96.990475,3506 Murphy Coves,Grand Prairie,TX,Dallas
521300996762.0,33.279788,-96.576372,285 Perry Crossing,Melissa,TX,Collin
521301106085.0,32.909332,-96.957817,641 William Bridge Apt. 320,Irving,TX,Dallas
521301020339.0,33.042599,-96.996862,27166 Munoz Via,Lewisville,TX,Denton
521300486762.0,33.020468,-96.744455,265 Cox Run Apt. 989,Plano,TX,Collin
521300637058.0,32.633809,-97.109401,92703 Nelson Harbors,Arlington,TX,Tarrant
521301495508.0,32.857247,-96.569497,41104 Case Manors,Garland,TX,Dallas
521300360807.0,32.596883,-97.164447,980 Jesse Ramp,Mansfield,TX,Tarrant
521300142916.0,33.0763,-97.010785,09989 Bell Walks Suite 324,Lewisville,TX,Denton
521300703731.0,32.652963,-97.087254,858 Maureen Light,Arlington,TX,Tarrant
521300791147.0,32.806465,-96.695863,6852 Sherry Underpass Apt. 406,Dallas,TX,Dallas
521300169068.0,32.894397999999995,-97.279531,7557 Luis Neck Apt. 780,Keller,TX,Tarrant
521301085979.0,32.852611,-96.552629,164 Patrick Drives Suite 612,Garland,TX,Dallas
521301205688.0,32.728336,-96.48042,14356 Cynthia Pass,Forney,TX,Kaufman
521300536221.0,32.850105,-97.164796,4921 Arroyo Loop Suite 667,Hurst,TX,Tarrant
521300576277.0,32.607555,-97.157736,4657 Martin Plains,Mansfield,TX,Tarrant
521301100746.0,33.235152,-96.683089,"PSC 7841, Box 8121",Mckinney,TX,Collin
521300375460.0,32.917897,-96.578062,USS Ellis,Rowlett,TX,Dallas
521300397817.0,33.054395,-96.71728,53098 Jacqueline Island,Plano,TX,Collin
521301259505.0,32.902996,-96.571651,633 Anthony Junctions,Rowlett,TX,Dallas
521300515116.0,32.792266,-96.969356,3906 Dalton Turnpike,Irving,TX,Dallas
521301517740.0,32.757138,-97.16545,81253 Rebecca Spurs Suite 028,Fort Worth,TX,Tarrant
521300710381.0,32.726425000000006,-96.88431,Unit 7568 Box 2670,Dallas,TX,Dallas
521300190010.0,32.727818,-96.282927,99442 Weber Mill Apt. 836,Terrell,TX,Kaufman
521300643896.0,32.863827,-97.185917,2571 Tyler Land Suite 447,Hurst,TX,Tarrant
521300586630.0,33.113588,-96.801052,Unit 9313 Box 6778,Frisco,TX,Collin
521300442648.0,32.98706,-96.689644,2103 Clark Avenue,Richardson,TX,Dallas
521300447405.0,32.926703,-96.782402,9499 Landry Loaf,Dallas,TX,Dallas
521300628857.0,32.673496,-96.835659,1337 Gonzalez Wells Suite 691,Dallas,TX,Dallas
521300855331.0,32.866188,-96.479634,474 Thomas Stravenue,Rockwall,TX,Rockwall
521300038834.0,32.609338,-97.239702,349 Guerra Hill,Fort Worth,TX,Tarrant
521301390675.0,32.664626,-96.822927,65216 Atkinson Village Suite 406,Dallas,TX,Dallas
521300061487.0,33.01256,-96.798317,220 Adams Station Suite 656,Plano,TX,Collin
521300310067.0,32.947632,-96.696758,USS Dillon,Richardson,TX,Dallas
521300253357.0,32.551374,-96.645521,9161 Raymond River,Ferris,TX,Ellis
521301497516.0,32.778344000000004,-97.758621,96913 Nelson Islands,Weatherford,TX,Parker
521300365968.0,32.566961,-96.852581,3523 Tracey Greens Suite 473,Red Oak,TX,Ellis
521301168820.0,32.630208,-97.39953,144 Black Courts,Fort Worth,TX,Tarrant
521300455115.0,32.756418999999994,-96.544962,USCGC Mcclain,Mesquite,TX,Dallas
521301438751.0,32.83086,-96.608262,3886 Randall Forge,Mesquite,TX,Dallas
521301275788.0,33.383406,-97.233983,6945 Joshua Union Suite 537,Sanger,TX,Denton
521300453605.0,32.884735,-97.213949,38921 Michael Crossroad,North Richland Hills,TX,Tarrant
521301150762.0,33.207085,-96.730319,43113 Richard Lodge Suite 140,Mckinney,TX,Collin
521300738517.0,32.702560000000005,-97.028843,61457 Beck Views,Grand Prairie,TX,Dallas
521300470182.0,32.892388,-97.223369,485 Wood Mall Suite 745,North Richland Hills,TX,Tarrant
521300079009.0,32.844239,-97.519178,525 Cox Fork,Fort Worth,TX,Tarrant
521300467025.0,32.594677,-97.097886,87274 Robert Rapid Apt. 922,Mansfield,TX,Tarrant
521300642434.0,32.63483,-97.267334,048 Mitchell Ridges,Fort Worth,TX,Tarrant
521301097995.0,32.731120999999995,-97.306056,02814 Shawn Springs Apt. 938,Fort Worth,TX,Tarrant
521300122272.0,33.107767,-96.647561,37776 Allison Flat Apt. 219,Allen,TX,Collin
521301179471.0,33.212365,-96.739375,854 Rebecca Street,Mckinney,TX,Collin
521300243649.0,32.621822,-97.365631,14701 Figueroa Pines,Fort Worth,TX,Tarrant
521301192599.0,32.872634000000005,-96.709911,8314 Gary Flats,Dallas,TX,Dallas
521300812320.0,32.899696,-96.657619,USCGC Hughes,Garland,TX,Dallas
521300382897.0,32.857402,-97.256701,Unit 2878 Box 8090,Fort Worth,TX,Tarrant
521300761251.0,32.866152,-96.858679,6434 Bennett Isle,Dallas,TX,Dallas
521300108234.0,33.005762,-96.831211,6074 Barker Skyway Suite 629,Dallas,TX,Collin
521300079523.0,32.842492,-96.788206,"PSC 5372, Box 8188",Dallas,TX,Dallas
521300273888.0,32.915755,-97.108151,03810 Barnett Valley Apt. 072,Grapevine,TX,Tarrant
521300824712.0,32.889974,-97.202799,6365 Ochoa Isle Suite 716,North Richland Hills,TX,Tarrant
521301137873.0,33.168053,-96.867785,0856 Makayla Roads,Frisco,TX,Denton
521300765178.0,32.78314,-96.870906,212 Gibson Lake Suite 777,Dallas,TX,Dallas
521300994286.0,33.288057,-96.971033,850 Meza Curve,Aubrey,TX,Denton
521300080574.0,32.828129,-96.951984,5648 Davis Corners,Irving,TX,Dallas
521300181308.0,32.67857,-97.073976,167 Alexander Branch,Arlington,TX,Tarrant
521300373267.0,32.474858000000005,-96.999878,33325 Davis Inlet Apt. 591,Midlothian,TX,Ellis
521300530363.0,32.736044,-97.194721,81734 Watts Vista,Fort Worth,TX,Tarrant
521300756306.0,32.999385999999994,-96.883987,627 Jillian Station Apt. 384,Carrollton,TX,Denton
521300531942.0,32.873901,-97.133172,1801 Peterson Garden,Bedford,TX,Tarrant
521300711552.0,32.675909999999995,-96.64393,720 Robert Vista,Dallas,TX,Dallas
521300313795.0,33.000584,-97.010279,62703 Karen Radial Apt. 669,Lewisville,TX,Denton
521300320755.0,32.859528999999995,-96.922834,3429 Joan Parks,Irving,TX,Dallas
521300467771.0,32.767838000000005,-96.905557,"PSC 5631, Box 5755",Dallas,TX,Dallas
521300629644.0,32.78516,-97.459207,90854 Hernandez Forge,Fort Worth,TX,Tarrant
521300570231.0,32.667618000000004,-97.47892,310 Young Mews Apt. 488,Fort Worth,TX,Tarrant
521301360640.0,33.001041,-97.164167,1537 Berg Canyon Apt. 992,Roanoke,TX,Denton
521300964506.0,33.069856,-97.029964,4571 Melissa Pines Suite 979,Lewisville,TX,Denton
521301140925.0,33.016479000000004,-97.800728,351 Simmons Radial Suite 762,Springtown,TX,Parker
521300173751.0,33.254893,-97.125245,925 Walsh Crest,Denton,TX,Denton
521300254357.0,32.799113,-96.781784,2412 Kevin Cliffs Suite 004,Dallas,TX,Dallas
521300858175.0,32.641406,-97.186482,8252 Cindy Dale,Arlington,TX,Tarrant
521300293901.0,32.842619000000006,-96.960068,17350 Williams Causeway Suite 802,Irving,TX,Dallas
521300440322.0,32.745491,-97.414907,1732 Ruth Mall Apt. 519,Fort Worth,TX,Tarrant
521301318595.0,33.162966999999995,-96.359676,5664 Alexis Lodge,Farmersville,TX,Collin
521300996944.0,32.632725,-97.14433,856 Gray Loop,Arlington,TX,Tarrant
521300573280.0,32.93936,-96.858857,2076 Hull Wells Apt. 509,Dallas,TX,Dallas
521300035119.0,32.879552,-96.473811,0099 Joseph Lane,Rockwall,TX,Rockwall
521300564275.0,32.836364,-97.252961,8999 Crawford Corner,Haltom City,TX,Tarrant
521300941885.0,32.908119,-96.739975,56346 Anne Lane Suite 213,Dallas,TX,Dallas
521300229019.0,33.151036,-97.03751,95786 Hall Inlet,Denton,TX,Denton
521300264295.0,32.673913,-97.228149,409 Tiffany Garden,Arlington,TX,Tarrant
521300019269.0,32.614363999999995,-96.895704,9828 Christopher Crossing Suite 604,Desoto,TX,Dallas
521300031703.0,32.636237,-97.267043,43410 Jeff Lights,Fort Worth,TX,Tarrant
521301150438.0,33.077433,-96.736826,USNV Hernandez,Plano,TX,Collin
521300186868.0,32.593146999999995,-97.1084,03423 Courtney Light,Mansfield,TX,Tarrant
521300846359.0,32.566517,-97.105686,23566 Anderson Flats,Mansfield,TX,Tarrant
521300830162.0,32.833096,-97.002092,9223 Kyle Land,Irving,TX,Dallas
521300615497.0,32.817395999999995,-96.698214,8130 Michelle Junction,Dallas,TX,Dallas
521301426926.0,33.452156,-96.906311,803 Jessica Ways,Tioga,TX,Grayson
521300633322.0,33.053361,-97.045547,5205 Fisher Cove Suite 368,Flower Mound,TX,Denton
521301034579.0,33.165297,-96.663271,397 Wesley Plains Suite 026,Mckinney,TX,Collin
521300603512.0,32.728114000000005,-97.332241,5391 Watkins Views Apt. 019,Fort Worth,TX,Tarrant
521300491228.0,32.951323,-97.280803,5770 Kathleen Motorway,Keller,TX,Tarrant
521300339551.0,32.637088,-97.321413,"PSC 6492, Box 8493",Fort Worth,TX,Tarrant
521300157757.0,32.62516,-97.365798,0929 Angela Hollow,Fort Worth,TX,Tarrant
521300291496.0,32.984015,-96.740793,USS Jenkins,Richardson,TX,Dallas
521300929801.0,32.588681,-97.12631,25122 Kristen Ville,Mansfield,TX,Tarrant
521300106056.0,33.019537,-97.004751,045 Deborah Pike,Lewisville,TX,Denton
521300776964.0,32.65988,-96.770712,58968 Shepherd Ranch,Dallas,TX,Dallas
521300717521.0,32.922612,-97.301491,USNS Morrison,Keller,TX,Tarrant
521300443431.0,33.152426,-96.782456,73489 Anderson Manor,Frisco,TX,Collin
521300427733.0,32.544996,-97.123913,4211 Amber Mountain Apt. 635,Mansfield,TX,Tarrant
521300120827.0,32.969033,-96.586708,999 Walters Port,Sachse,TX,Dallas
521300608162.0,33.003087,-96.902317,"PSC 9184, Box 4925",Carrollton,TX,Denton
521300376473.0,32.781647,-97.12691,3165 Grimes Extension Suite 555,Arlington,TX,Tarrant
521300413060.0,32.916810000000005,-96.880373,3123 Warren Crossing Apt. 477,Dallas,TX,Dallas
521300487267.0,32.868834,-97.083587,68907 Lopez Mount Suite 967,Euless,TX,Tarrant
521301222322.0,33.092581,-96.880631,57763 Christine Motorway Suite 764,The Colony,TX,Denton
521300388171.0,33.048876,-97.098234,85811 Mathews Oval Apt. 851,Flower Mound,TX,Denton
521300055026.0,32.814006000000006,-96.751769,08018 Megan Rest Suite 065,Dallas,TX,Dallas
521300312030.0,32.565464,-97.149111,96611 Michael Summit,Mansfield,TX,Tarrant
521300468853.0,32.715418,-96.836893,10011 Richard Motorway,Dallas,TX,Dallas
521300937231.0,32.993809,-96.72095,9823 Norman Cove Suite 646,Richardson,TX,Dallas
521300873932.0,32.578962,-96.924119,5515 Steven Via Suite 483,Cedar Hill,TX,Dallas
521300420648.0,32.623928,-97.106953,993 Harmon Squares Apt. 064,Arlington,TX,Tarrant
521300336907.0,32.831498,-96.658774,Unit 0073 Box 2701,Dallas,TX,Dallas
521300848291.0,32.832809,-97.100662,4030 Torres Union Apt. 961,Euless,TX,Tarrant
521300250961.0,32.980301999999995,-96.765188,568 Brandon Extension,Dallas,TX,Dallas
521300230368.0,32.971891,-96.980673,4023 Ho Canyon,Coppell,TX,Dallas
521300998714.0,32.904084999999995,-96.577355,30189 Daisy Course Suite 503,Rowlett,TX,Dallas
521301149060.0,32.778221,-96.64636,076 Martin Mount Apt. 266,Mesquite,TX,Dallas
521301484569.0,33.228666999999994,-97.117282,79884 Joseph Road,Denton,TX,Denton
521300343864.0,33.193314,-96.877669,989 Timothy Center,Frisco,TX,Denton
521301032377.0,32.635356,-97.139639,098 Tom Throughway,Arlington,TX,Tarrant
521301034448.0,32.877589,-97.284211,528 Allen Fall,Fort Worth,TX,Tarrant
521300533471.0,33.01541400000001,-97.002099,USS Hall,Lewisville,TX,Denton
521301489139.0,32.64723600000001,-97.350109,53365 Brian Mission,Fort Worth,TX,Tarrant
521300989590.0,32.67879,-97.173976,00243 Smith Lakes,Arlington,TX,Tarrant
521300563902.0,32.667614,-96.545721,47195 Ward Landing,Seagoville,TX,Dallas
521300462215.0,32.602812,-96.7747,9804 Eric Mills,Lancaster,TX,Dallas
521300410581.0,32.937463,-97.087031,USNS Kim,Grapevine,TX,Tarrant
521301149164.0,32.629487,-97.382681,46167 Kelsey Row,Fort Worth,TX,Tarrant
521301226600.0,32.815035,-97.005646,38473 Jonathon Squares Suite 842,Grand Prairie,TX,Dallas
521300381027.0,32.720192000000004,-96.656364,7319 Sean Tunnel Suite 382,Dallas,TX,Dallas
521300280543.0,32.716008,-96.815392,0511 Jesse Row Apt. 770,Dallas,TX,Dallas
521300276105.0,32.980687,-96.89299,7858 Brian Isle,Carrollton,TX,Dallas
521301379462.0,32.6983,-97.265684,5385 Daniels Ramp,Fort Worth,TX,Tarrant
521300503028.0,32.615026,-96.216108,48836 Harrington Inlet Suite 558,Kaufman,TX,Kaufman
521300331977.0,32.534043,-97.18331,2788 Alexander Coves Suite 648,Mansfield,TX,Tarrant
521300140850.0,32.722682,-96.402956,56666 Jasmine Mill Apt. 766,Forney,TX,Kaufman
521300176397.0,32.5251,-96.387821,94915 Atkinson Row,Scurry,TX,Kaufman
521300376488.0,32.730267000000005,-96.835924,"PSC 0912, Box 5777",Dallas,TX,Dallas
521300149787.0,32.872777,-97.084325,275 Kim Park Apt. 740,Euless,TX,Tarrant
521300997542.0,32.761834,-97.49275,860 Solis Extensions Suite 986,Fort Worth,TX,Tarrant
521300806525.0,33.149877000000004,-96.851368,629 Alexander Forges Suite 400,Frisco,TX,Denton
521300034743.0,32.715469,-97.407006,5662 Baldwin Meadows,Fort Worth,TX,Tarrant
521300714143.0,33.057188,-97.020705,28733 Martin Ridges,Lewisville,TX,Denton
521300544582.0,33.038091,-96.885971,89684 Harris Plaza Apt. 897,Carrollton,TX,Denton
521301057687.0,32.960516,-96.62102,2013 Nichols Court,Garland,TX,Dallas
521300986157.0,33.194697,-96.633329,0401 Luna Glen Suite 961,Mckinney,TX,Collin
521300183170.0,32.764901,-97.492014,891 James Mill Apt. 670,Fort Worth,TX,Tarrant
521301068888.0,33.08505,-96.641606,USNS Turner,Allen,TX,Collin
521301094437.0,32.630231,-97.08126,99254 Dalton Track Suite 062,Arlington,TX,Tarrant
521300327575.0,32.846384,-97.36587,7857 Douglas Lake,Fort Worth,TX,Tarrant
521300628395.0,32.931631,-96.69478,USNV Turner,Richardson,TX,Dallas
521300628465.0,32.976957,-96.729385,362 Timothy Cliffs Suite 675,Richardson,TX,Dallas
521300473236.0,32.970053,-96.768906,94238 Christina Walk,Dallas,TX,Dallas
521300614248.0,33.192265,-96.750479,3776 Phyllis Valley,Mckinney,TX,Collin
521300078210.0,32.910412,-96.767004,98447 Davidson Stream,Dallas,TX,Dallas
521300087868.0,32.90254,-96.867087,USNS Roy,Dallas,TX,Dallas
521300968936.0,32.262654,-96.159062,6954 Stephanie Manors Apt. 262,Kemp,TX,Kaufman
521301357586.0,32.901923000000004,-96.826075,377 Stephanie Overpass Apt. 872,Dallas,TX,Dallas
521301050637.0,32.71615,-97.10677,16922 Ryan Harbors Apt. 069,Arlington,TX,Tarrant
521300910089.0,32.718900999999995,-96.613462,696 Castro Corner,Balch Springs,TX,Dallas
521300494238.0,32.807626,-96.972712,8624 Smith Spring,Irving,TX,Dallas
521300252282.0,32.662036,-97.314129,7909 Strickland Mall,Fort Worth,TX,Tarrant
521300246786.0,32.672307,-97.340683,31624 Natalie Cove,Fort Worth,TX,Tarrant
521301314003.0,33.056838,-97.01172,9681 Whitney Divide,Lewisville,TX,Denton
521300954932.0,32.734363,-96.601253,2904 Solomon Run,Mesquite,TX,Dallas
521301096876.0,33.032394,-97.071944,USS Walker,Flower Mound,TX,Denton
521300102964.0,33.09617,-97.192714,00650 Rivera Loop Apt. 963,Argyle,TX,Denton
521300527203.0,32.904338,-97.154866,96005 Lawson Highway,Colleyville,TX,Tarrant
521300073513.0,33.184057,-96.749984,6233 Wright Hill,Mckinney,TX,Collin
521300569605.0,33.028463,-97.099968,0349 Joyce Mall Suite 543,Flower Mound,TX,Denton
521300158350.0,33.101882,-96.768713,4250 Patrick Well,Plano,TX,Collin
521301062364.0,32.713561,-97.407706,510 Campbell Lights,Fort Worth,TX,Tarrant
521301405210.0,33.009206,-96.83235,5749 Jonathan Highway,Dallas,TX,Collin
521300790997.0,32.874634,-97.150347,01264 Yolanda Heights Suite 474,Colleyville,TX,Tarrant
521300405244.0,32.682706,-96.847852,94341 Martinez Brook Suite 188,Dallas,TX,Dallas
521300351486.0,32.846065,-97.228915,32640 Smith Circle Suite 790,North Richland Hills,TX,Tarrant
521301246634.0,32.961049,-97.234041,871 Christopher Valleys,Keller,TX,Tarrant
521300147604.0,33.463491000000005,-97.24422,USS Orozco,Era,TX,Cooke
521301178704.0,32.980374999999995,-96.679641,984 Michael Underpass,Richardson,TX,Dallas
521300224281.0,32.838598,-97.220944,USCGC Evans,North Richland Hills,TX,Tarrant
521300135137.0,33.167376000000004,-96.704423,73209 Timothy Underpass Apt. 093,Mckinney,TX,Collin
521300043422.0,32.967938000000004,-96.589116,9651 Ingram Cape,Sachse,TX,Dallas
521300171275.0,32.337419000000004,-96.638971,8531 Beck Loop Apt. 926,Ennis,TX,Ellis
521300163854.0,32.72003,-96.853657,503 Ellen Court,Dallas,TX,Dallas
521301523539.0,32.643304,-96.903929,94608 Woods Cliff,Duncanville,TX,Dallas
521300615988.0,32.876746,-96.700095,312 Lara Corners Apt. 175,Dallas,TX,Dallas
521301234955.0,33.138003,-96.783753,09996 Harrison Light,Frisco,TX,Collin
521300554713.0,32.799221,-97.18095,758 Jason Falls,Fort Worth,TX,Tarrant
521300237751.0,33.343156,-96.568279,904 Little Estate Suite 137,Anna,TX,Collin
521300384978.0,32.639556,-97.178245,9187 Patel Bypass Apt. 206,Arlington,TX,Tarrant
521300458155.0,32.607212000000004,-96.857115,11468 Evan Summit Apt. 890,Desoto,TX,Dallas
521300678351.0,33.125591,-96.739853,2074 Myers Causeway Suite 250,Frisco,TX,Collin
521300246851.0,32.952052,-96.86592,963 Larry Extensions,Dallas,TX,Dallas
521300265735.0,32.724252,-96.447494,394 Wendy Fork,Forney,TX,Kaufman
521300035422.0,32.613313000000005,-97.38739,701 Bridges Grove,Fort Worth,TX,Tarrant
521300754435.0,33.044992,-96.731346,348 Cassandra Locks Apt. 911,Plano,TX,Collin
521300041819.0,32.86977,-97.170772,5766 Daniels Key,Hurst,TX,Tarrant
521301476358.0,32.702031000000005,-96.882148,USNV Brown,Dallas,TX,Dallas
521300928874.0,33.080816,-96.799911,USS Harmon,Plano,TX,Collin
521300306989.0,32.859294,-97.078851,1911 Anderson Key,Euless,TX,Tarrant
521301107427.0,32.869881,-97.213392,0922 Lee Walk,North Richland Hills,TX,Tarrant
521301130153.0,32.981582,-96.674783,14702 Kenneth Springs,Garland,TX,Dallas
521300003756.0,32.979051,-96.695966,7137 Pierce Square Suite 011,Richardson,TX,Dallas
521301073431.0,32.872718,-97.538198,7078 Garcia Unions Suite 806,Azle,TX,Tarrant
521300911171.0,33.038283,-96.786263,5257 Scott Fall Suite 675,Plano,TX,Collin
521301316160.0,33.024421000000004,-97.094573,7183 Diaz Locks Apt. 422,Flower Mound,TX,Denton
521300005534.0,32.645671,-97.178345,91938 Ryan Springs Apt. 256,Arlington,TX,Tarrant
521300057903.0,32.883918,-97.236931,56343 Jennifer Passage,Fort Worth,TX,Tarrant
